isolate_id,Country,Species,Host,Collection_Date,n_accessions,segments_present,n_segments,has_L,has_M,has_S,complete_records,segment_pattern
Rwanda | RW004,Rwanda,Phlebovirus riftense,Anopheles ziemanni,2022-04-27,2,"L,M",2,TRUE,TRUE,FALSE,0,L+M
Rwanda | RW006,Rwanda,Phlebovirus riftense,Anopheles gambiae,2022-05-04,2,"L,M",2,TRUE,TRUE,FALSE,0,L+M
Rwanda | RW089,Rwanda,Phlebovirus riftense,Culex quinquefasciatus,2022-05-26,2,"L,M",2,TRUE,TRUE,FALSE,0,L+M
Rwanda | RW627,Rwanda,Phlebovirus riftense,Culex quinquefasciatus,2022-05-17,2,"L,M",2,TRUE,TRUE,FALSE,0,L+M
Rwanda | Rwanda2018NG10,Rwanda,Phlebovirus riftense,Bos taurus,2018-01-01,3,"L,M,S",3,TRUE,TRUE,TRUE,0,L+M+S
Rwanda | Rwanda2018RU1,Rwanda,Phlebovirus riftense,Bos taurus,2018-01-01,3,"L,M,S",3,TRUE,TRUE,TRUE,0,L+M+S
Rwanda | Rwanda2018RU1-SE,Rwanda,Phlebovirus riftense,Bos taurus,2018-01-01,3,"L,M,S",3,TRUE,TRUE,TRUE,0,L+M+S
Rwanda | Rwanda2022P1,Rwanda,Phlebovirus riftense,Bos taurus,2022-01-06,1,S,1,FALSE,FALSE,TRUE,0,S only
Rwanda | Rwanda2022P1,Rwanda,Phlebovirus riftense,Bos taurus,2022-06-01,2,"L,M",2,TRUE,TRUE,FALSE,0,L+M
Rwanda | Rwanda2022P100,Rwanda,Phlebovirus riftense,Bos taurus,2022-07-31,3,"L,M,S",3,TRUE,TRUE,TRUE,0,L+M+S
Rwanda | Rwanda2022P102,Rwanda,Phlebovirus riftense,Bos taurus,2022-05-08,1,S,1,FALSE,FALSE,TRUE,0,S only
Rwanda | Rwanda2022P102,Rwanda,Phlebovirus riftense,Bos taurus,2022-08-05,2,"L,M",2,TRUE,TRUE,FALSE,0,L+M
Rwanda | Rwanda2022P103,Rwanda,Phlebovirus riftense,Bos taurus,2022-08-08,3,"L,M,S",3,TRUE,TRUE,TRUE,0,L+M+S
Rwanda | Rwanda2022P104,Rwanda,Phlebovirus riftense,Bos taurus,2022-08-08,3,"L,M,S",3,TRUE,TRUE,TRUE,0,L+M+S
Rwanda | Rwanda2022P11,Rwanda,Phlebovirus riftense,Bos taurus,2022-06-09,2,"L,M",2,TRUE,TRUE,FALSE,0,L+M
Rwanda | Rwanda2022P11,Rwanda,Phlebovirus riftense,Bos taurus,2022-09-06,1,S,1,FALSE,FALSE,TRUE,0,S only
Rwanda | Rwanda2022P110,Rwanda,Phlebovirus riftense,Bos taurus,2022-09-12,2,"L,M",2,TRUE,TRUE,FALSE,0,L+M
Rwanda | Rwanda2022P110,Rwanda,Phlebovirus riftense,Bos taurus,2022-12-09,1,S,1,FALSE,FALSE,TRUE,0,S only
Rwanda | Rwanda2022P116,Rwanda,Phlebovirus riftense,Bos taurus,2022-01-07,1,S,1,FALSE,FALSE,TRUE,0,S only
Rwanda | Rwanda2022P116,Rwanda,Phlebovirus riftense,Bos taurus,2022-07-01,2,"L,M",2,TRUE,TRUE,FALSE,0,L+M
Rwanda | Rwanda2022P120,Rwanda,Phlebovirus riftense,Ovis aries,2022-07-08,1,L,1,TRUE,FALSE,FALSE,0,L only
Rwanda | Rwanda2022P13,Rwanda,Phlebovirus riftense,Bos taurus,2022-06-08,2,"L,M",2,TRUE,TRUE,FALSE,0,L+M
Rwanda | Rwanda2022P13,Rwanda,Phlebovirus riftense,Bos taurus,2022-08-06,1,S,1,FALSE,FALSE,TRUE,0,S only
Rwanda | Rwanda2022P2,Rwanda,Phlebovirus riftense,Bos taurus,2022-06-07,2,"L,M",2,TRUE,TRUE,FALSE,0,L+M
Rwanda | Rwanda2022P2,Rwanda,Phlebovirus riftense,Bos taurus,2022-07-06,1,S,1,FALSE,FALSE,TRUE,0,S only
Rwanda | Rwanda2022P23,Rwanda,Phlebovirus riftense,Bos taurus,2022-06-13,3,"L,M,S",3,TRUE,TRUE,TRUE,0,L+M+S
Rwanda | Rwanda2022P26,Rwanda,Phlebovirus riftense,Bos taurus,2022-06-11,2,"L,M",2,TRUE,TRUE,FALSE,0,L+M
Rwanda | Rwanda2022P26,Rwanda,Phlebovirus riftense,Bos taurus,2022-11-06,1,S,1,FALSE,FALSE,TRUE,0,S only
Rwanda | Rwanda2022P302,Rwanda,Phlebovirus riftense,Bos taurus,2022-04-06,1,S,1,FALSE,FALSE,TRUE,0,S only
Rwanda | Rwanda2022P302,Rwanda,Phlebovirus riftense,Bos taurus,2022-06-04,2,"L,M",2,TRUE,TRUE,FALSE,0,L+M
Rwanda | Rwanda2022P31,Rwanda,Phlebovirus riftense,Bos taurus,2022-06-17,1,S,1,FALSE,FALSE,TRUE,0,S only
Rwanda | Rwanda2022P319,Rwanda,Phlebovirus riftense,Bos taurus,2022-08-25,3,"L,M,S",3,TRUE,TRUE,TRUE,0,L+M+S
Rwanda | Rwanda2022P323,Rwanda,Phlebovirus riftense,Bos taurus,2022-09-02,1,L,1,TRUE,FALSE,FALSE,0,L only
Rwanda | Rwanda2022P326,Rwanda,Phlebovirus riftense,Bos taurus,2022-09-28,2,"L,M",2,TRUE,TRUE,FALSE,0,L+M
Rwanda | Rwanda2022P33,Rwanda,Phlebovirus riftense,Bos taurus,2022-06-25,3,"L,M,S",3,TRUE,TRUE,TRUE,0,L+M+S
Rwanda | Rwanda2022P35,Rwanda,Phlebovirus riftense,Bos taurus,2022-06-17,3,"L,M,S",3,TRUE,TRUE,TRUE,0,L+M+S
Rwanda | Rwanda2022P36,Rwanda,Phlebovirus riftense,Bos taurus,2022-06-25,1,S,1,FALSE,FALSE,TRUE,0,S only
Rwanda | Rwanda2022P4,Rwanda,Phlebovirus riftense,Bos taurus,2022-06-07,2,"L,M",2,TRUE,TRUE,FALSE,0,L+M
Rwanda | Rwanda2022P4,Rwanda,Phlebovirus riftense,Bos taurus,2022-07-06,1,S,1,FALSE,FALSE,TRUE,0,S only
Rwanda | Rwanda2022P40,Rwanda,Phlebovirus riftense,Bos taurus,2022-03-07,1,S,1,FALSE,FALSE,TRUE,0,S only
Rwanda | Rwanda2022P40,Rwanda,Phlebovirus riftense,Bos taurus,2022-07-03,2,"L,M",2,TRUE,TRUE,FALSE,0,L+M
Rwanda | Rwanda2022P45,Rwanda,Phlebovirus riftense,Bos taurus,2022-06-17,3,"L,M,S",3,TRUE,TRUE,TRUE,0,L+M+S
Rwanda | Rwanda2022P47,Rwanda,Phlebovirus riftense,Bos taurus,2022-06-09,2,"L,M",2,TRUE,TRUE,FALSE,0,L+M
Rwanda | Rwanda2022P47,Rwanda,Phlebovirus riftense,Bos taurus,2022-09-06,1,S,1,FALSE,FALSE,TRUE,0,S only
Rwanda | Rwanda2022P5,Rwanda,Phlebovirus riftense,Bos taurus,2022-03-06,1,S,1,FALSE,FALSE,TRUE,0,S only
Rwanda | Rwanda2022P5,Rwanda,Phlebovirus riftense,Bos taurus,2022-06-03,2,"L,M",2,TRUE,TRUE,FALSE,0,L+M
Rwanda | Rwanda2022P55,Rwanda,Phlebovirus riftense,Bos taurus,2022-06-12,2,"L,M",2,TRUE,TRUE,FALSE,0,L+M
Rwanda | Rwanda2022P55,Rwanda,Phlebovirus riftense,Bos taurus,2022-12-06,1,S,1,FALSE,FALSE,TRUE,0,S only
Rwanda | Rwanda2022P61,Rwanda,Phlebovirus riftense,Bos taurus,2022-06-22,3,"L,M,S",3,TRUE,TRUE,TRUE,0,L+M+S
Rwanda | Rwanda2022P66,Rwanda,Phlebovirus riftense,Bos taurus,2022-06-22,3,"L,M,S",3,TRUE,TRUE,TRUE,0,L+M+S
Rwanda | Rwanda2022P67,Rwanda,Phlebovirus riftense,Bos taurus,2022-06-18,2,"L,M",2,TRUE,TRUE,FALSE,0,L+M
Rwanda | Rwanda2022P68,Rwanda,Phlebovirus riftense,Bos taurus,2022-06-18,1,L,1,TRUE,FALSE,FALSE,0,L only
Rwanda | Rwanda2022P69,Rwanda,Phlebovirus riftense,Bos taurus,2022-06-13,3,"L,M,S",3,TRUE,TRUE,TRUE,0,L+M+S
Rwanda | Rwanda2022P7,Rwanda,Phlebovirus riftense,Bos taurus,2022-06-09,2,"L,M",2,TRUE,TRUE,FALSE,0,L+M
Rwanda | Rwanda2022P7,Rwanda,Phlebovirus riftense,Bos taurus,2022-09-06,1,S,1,FALSE,FALSE,TRUE,0,S only
Rwanda | Rwanda2022P71,Rwanda,Phlebovirus riftense,Bos taurus,2022-06-14,2,"M,S",2,FALSE,TRUE,TRUE,0,M+S
Rwanda | Rwanda2022P73,Rwanda,Phlebovirus riftense,Ovis aries,2022-03-07,1,S,1,FALSE,FALSE,TRUE,0,S only
Rwanda | Rwanda2022P73,Rwanda,Phlebovirus riftense,Ovis aries,2022-07-03,2,"L,M",2,TRUE,TRUE,FALSE,0,L+M
Rwanda | Rwanda2022P76,Rwanda,Phlebovirus riftense,Bos taurus,2022-06-27,3,"L,M,S",3,TRUE,TRUE,TRUE,0,L+M+S
Rwanda | Rwanda2022P80,Rwanda,Phlebovirus riftense,Bos taurus,2022-06-28,3,"L,M,S",3,TRUE,TRUE,TRUE,0,L+M+S
Rwanda | Rwanda2022P85,Rwanda,Phlebovirus riftense,Bos taurus,2022-06-28,1,M,1,FALSE,TRUE,FALSE,0,M only
Rwanda | Rwanda2022P86,Rwanda,Phlebovirus riftense,Bos taurus,2022-06-28,3,"L,M,S",3,TRUE,TRUE,TRUE,0,L+M+S
Rwanda | Rwanda2022P90,Rwanda,Phlebovirus riftense,Bos taurus,2022-07-09,2,"L,M",2,TRUE,TRUE,FALSE,0,L+M
Rwanda | Rwanda2022P90,Rwanda,Phlebovirus riftense,Bos taurus,2022-09-07,1,S,1,FALSE,FALSE,TRUE,0,S only
Rwanda | Rwanda2022P91,Rwanda,Phlebovirus riftense,Bos taurus,2022-07-09,2,"L,M",2,TRUE,TRUE,FALSE,0,L+M
Rwanda | Rwanda2022P91,Rwanda,Phlebovirus riftense,Bos taurus,2022-09-07,1,S,1,FALSE,FALSE,TRUE,0,S only
Rwanda | Rwanda2022P99,Rwanda,Phlebovirus riftense,Bos taurus,2022-07-29,3,"L,M,S",3,TRUE,TRUE,TRUE,0,L+M+S
Senegal | ACCESSION_EU312117,Senegal,Phlebovirus riftense,Aedes dalzieli,1981,1,S,1,FALSE,FALSE,TRUE,1,S only
Senegal | ArD38661,Senegal,Phlebovirus riftense,Aedes dalzieli,1983,1,M,1,FALSE,TRUE,FALSE,0,M only
Senegal | HD21955,Senegal,Phlebovirus riftense,Homo sapiens,1975,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
Senegal | SH326064,Senegal,Phlebovirus riftense,Homo sapiens,2020,3,"L,M,S",3,TRUE,TRUE,TRUE,0,L+M+S
Senegal | SH327052,Senegal,Phlebovirus riftense,Homo sapiens,2020,3,"L,M,S",3,TRUE,TRUE,TRUE,0,L+M+S
Senegal | SH328056,Senegal,Phlebovirus riftense,Homo sapiens,2020,3,"L,M,S",3,TRUE,TRUE,TRUE,0,L+M+S
Senegal | SH409226,Senegal,Phlebovirus riftense,Homo sapiens,2022-11-11,3,"L,M,S",3,TRUE,TRUE,TRUE,1,L+M+S
Senegal | SH409425,Senegal,Phlebovirus riftense,Homo sapiens,2022-11-11,1,L,1,TRUE,FALSE,FALSE,0,L only
Senegal | SH409425,Senegal,Phlebovirus riftense,Homo sapiens,2022-11-17,2,"M,S",2,FALSE,TRUE,TRUE,0,M+S
Somalia | ACCESSION_EU312126,Somalia,Phlebovirus riftense,Capra hircus,1998,1,S,1,FALSE,FALSE,TRUE,1,S only
Somalia | SPU12/99/21,Somalia,Phlebovirus riftense,Capra hircus,1999,1,M,1,FALSE,TRUE,FALSE,0,M only
South Africa | ACCESSION_DQ375428,South Africa,Phlebovirus riftense,unknown_host,1975,1,L,1,TRUE,FALSE,FALSE,1,L only
South Africa | ACCESSION_DQ375433,South Africa,Phlebovirus riftense,Ovis aries,1951,1,L,1,TRUE,FALSE,FALSE,1,L only
South Africa | ACCESSION_DQ380158,South Africa,Phlebovirus riftense,Ovis aries,1951,1,S,1,FALSE,FALSE,TRUE,1,S only
South Africa | ACCESSION_DQ380175,South Africa,Phlebovirus riftense,Homo sapiens,1975,1,S,1,FALSE,FALSE,TRUE,1,S only
South Africa | ACCESSION_DQ380189,South Africa,Phlebovirus riftense,Homo sapiens,1975,1,M,1,FALSE,TRUE,FALSE,1,M only
South Africa | ACCESSION_DQ380195,South Africa,Phlebovirus riftense,Ovis aries,1951,1,M,1,FALSE,TRUE,FALSE,1,M only
South Africa | ACCESSION_EU312111,South Africa,Phlebovirus riftense,Aedes circumluteolus,1955,1,S,1,FALSE,FALSE,TRUE,1,S only
South Africa | ACCESSION_EU312113,South Africa,Phlebovirus riftense,Eretmapodites quinquevittatus,1971,1,S,1,FALSE,FALSE,TRUE,1,S only
South Africa | ACCESSION_EU312114,South Africa,Phlebovirus riftense,Culex zombaensis,1981,1,S,1,FALSE,FALSE,TRUE,1,S only
South Africa | ACCESSION_EU312120,South Africa,Phlebovirus riftense,Homo sapiens,1975,1,S,1,FALSE,FALSE,TRUE,1,S only
South Africa | ACCESSION_EU312127,South Africa,Phlebovirus riftense,Bubalus bubalis,1999,1,S,1,FALSE,FALSE,TRUE,1,S only
South Africa | ACCESSION_EU709747,South Africa,Phlebovirus riftense,Homo sapiens,2008,1,S,1,FALSE,FALSE,TRUE,0,S only
South Africa | ACCESSION_EU709748,South Africa,Phlebovirus riftense,Homo sapiens,2008,1,S,1,FALSE,FALSE,TRUE,0,S only
South Africa | ACCESSION_JF784386,South Africa,Phlebovirus riftense,Ovis aries,1974,1,L,1,TRUE,FALSE,FALSE,1,L only
South Africa | ACCESSION_JF784387,South Africa,Phlebovirus riftense,Ovis aries,1974,1,M,1,FALSE,TRUE,FALSE,1,M only
South Africa | ACCESSION_JF784388,South Africa,Phlebovirus riftense,Ovis aries,1974,1,S,1,FALSE,FALSE,TRUE,1,S only
South Africa | An1830,South Africa,Phlebovirus riftense,Ovis aries,1956,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | Ar 118,South Africa,Phlebovirus riftense,Aedes circumluteolus,1955,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | Ar118,South Africa,Phlebovirus riftense,Aedes circumluteolus,1955,1,M,1,FALSE,TRUE,FALSE,0,M only
South Africa | Ar12568,South Africa,Phlebovirus riftense,Eretmapodites quinquevittatus,1971,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | Ar20364,South Africa,Phlebovirus riftense,Culex zombaensis,1981,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | Ar74,South Africa,Phlebovirus riftense,Aedes circumluteolus,1955,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | H1739,South Africa,Phlebovirus riftense,Homo sapiens,1975,1,M,1,FALSE,TRUE,FALSE,0,M only
South Africa | H1825,South Africa,Phlebovirus riftense,Homo sapiens,1975,1,M,1,FALSE,TRUE,FALSE,0,M only
South Africa | J40/6,South Africa,Phlebovirus riftense,Syncerus caffer,2008,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | M06/10,South Africa,Phlebovirus riftense,Bos taurus,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,0,L+M+S
South Africa | M12/10,South Africa,Phlebovirus riftense,Ovis aries,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,0,L+M+S
South Africa | M127/09,South Africa,Phlebovirus riftense,Bos taurus,2009,3,"L,M,S",3,TRUE,TRUE,TRUE,0,L+M+S
South Africa | M16/10,South Africa,Phlebovirus riftense,Ovis aries,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,0,L+M+S
South Africa | M19/10,South Africa,Phlebovirus riftense,Ovis aries,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,0,L+M+S
South Africa | M1955,South Africa,Phlebovirus riftense,unidentified,1955,3,"L,M,S",3,TRUE,TRUE,TRUE,0,L+M+S
South Africa | M1975/Bov,South Africa,Phlebovirus riftense,Bos taurus,1975,3,"L,M,S",3,TRUE,TRUE,TRUE,0,L+M+S
South Africa | M21/10,South Africa,Phlebovirus riftense,Ovis aries,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,0,L+M+S
South Africa | M247/09,South Africa,Phlebovirus riftense,Ovis aries,2009,3,"L,M,S",3,TRUE,TRUE,TRUE,0,L+M+S
South Africa | M25/10,South Africa,Phlebovirus riftense,Ovis aries,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,0,L+M+S
South Africa | M259/09,South Africa,Phlebovirus riftense,Bos taurus,2009,3,"L,M,S",3,TRUE,TRUE,TRUE,0,L+M+S
South Africa | M260/09,South Africa,Phlebovirus riftense,Bos taurus,2009,3,"L,M,S",3,TRUE,TRUE,TRUE,0,L+M+S
South Africa | M29/10,South Africa,Phlebovirus riftense,Bos taurus,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,0,L+M+S
South Africa | M33/10,South Africa,Phlebovirus riftense,Ovis aries,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,0,L+M+S
South Africa | M37/08,South Africa,Phlebovirus riftense,Bubalus bubalis,2008,3,"L,M,S",3,TRUE,TRUE,TRUE,0,L+M+S
South Africa | M39/08,South Africa,Phlebovirus riftense,Bubalus bubalis,2008,3,"L,M,S",3,TRUE,TRUE,TRUE,0,L+M+S
South Africa | M47/08,South Africa,Phlebovirus riftense,Bos taurus,2008,3,"L,M,S",3,TRUE,TRUE,TRUE,0,L+M+S
South Africa | M57/74,South Africa,Phlebovirus riftense,unidentified,1974,3,"L,M,S",3,TRUE,TRUE,TRUE,0,L+M+S
South Africa | M66/09,South Africa,Phlebovirus riftense,Bos taurus,2009,3,"L,M,S",3,TRUE,TRUE,TRUE,0,L+M+S
South Africa | M80/08/2,South Africa,Phlebovirus riftense,Bos taurus,2008,3,"L,M,S",3,TRUE,TRUE,TRUE,0,L+M+S
South Africa | M84/08,South Africa,Phlebovirus riftense,Bos taurus,2008,3,"L,M,S",3,TRUE,TRUE,TRUE,0,L+M+S
South Africa | M85/08,South Africa,Phlebovirus riftense,Bos taurus,2008,3,"L,M,S",3,TRUE,TRUE,TRUE,0,L+M+S
South Africa | Ndumo_2017,South Africa,Phlebovirus riftense,Aedes durbanensis,2017,1,L,1,TRUE,FALSE,FALSE,0,L only
South Africa | OV 35/74,South Africa,Phlebovirus riftense,unknown_host,unknown_date,1,S,1,FALSE,FALSE,TRUE,0,S only
South Africa | RSA/OBP/RVFV/Inactivated,South Africa,Phlebovirus riftense,unknown_host,1974,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | RV2652,South Africa,Phlebovirus riftense,unknown_host,2018,3,"L,M,S",3,TRUE,TRUE,TRUE,0,L+M+S
South Africa | RV2655,South Africa,Phlebovirus riftense,unknown_host,2018,3,"L,M,S",3,TRUE,TRUE,TRUE,0,L+M+S
South Africa | SA103/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA106/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA1061/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA1081/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA1092/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA1094/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA1095/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA1098/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA110/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA1143/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA1167/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA1171/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA122/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA1221/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,1,M,1,FALSE,TRUE,FALSE,0,M only
South Africa | SA1222/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA1224/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA128/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA1282/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA129/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA1329/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA135/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA1372/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA1405/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA1457/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA1518/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA152/08,South Africa,Phlebovirus riftense,Homo sapiens,2008,1,M,1,FALSE,TRUE,FALSE,0,M only
South Africa | SA1601/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA165/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA1796/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA1797/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA184/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA206/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA220/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA225/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA226/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA250/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA257/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA275/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA276/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA287/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA295/11,South Africa,Phlebovirus riftense,Homo sapiens,2011,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA317/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA320/11,South Africa,Phlebovirus riftense,Homo sapiens,2011,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA322/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA327/11,South Africa,Phlebovirus riftense,Homo sapiens,2011,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA336/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA342/11,South Africa,Phlebovirus riftense,Homo sapiens,2011,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA344/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA354/11,South Africa,Phlebovirus riftense,Homo sapiens,2011,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA359/11,South Africa,Phlebovirus riftense,Homo sapiens,2011,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA373/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,1,M,1,FALSE,TRUE,FALSE,0,M only
South Africa | SA377/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA389/11,South Africa,Phlebovirus riftense,Homo sapiens,2011,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA394/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA395/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA404/09,South Africa,Phlebovirus riftense,Homo sapiens,2009,1,M,1,FALSE,TRUE,FALSE,0,M only
South Africa | SA414/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA420/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
South Africa | SA423/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,1,M,1,FALSE,TRUE,FALSE,0,M only
South Africa | SA424/10,South Africa,Phlebovirus riftense,Homo sapiens,2010,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
