isolate_id,Country,Species,Host,Collection_Date,n_accessions,segments_present,n_segments,has_L,has_M,has_S,complete_records,segment_pattern
Kenya | ACCESSION_EU574045,Kenya,Phlebovirus riftense,Bos taurus,2007-01-31,1,M,1,FALSE,TRUE,FALSE,1,M only
Kenya | ACCESSION_EU574046,Kenya,Phlebovirus riftense,Bos taurus,2007-01-31,1,M,1,FALSE,TRUE,FALSE,1,M only
Kenya | ACCESSION_EU574047,Kenya,Phlebovirus riftense,Bos taurus,2007-01-25,1,M,1,FALSE,TRUE,FALSE,1,M only
Kenya | ACCESSION_EU574048,Kenya,Phlebovirus riftense,Bos taurus,2007-01-29,1,M,1,FALSE,TRUE,FALSE,1,M only
Kenya | ACCESSION_EU574049,Kenya,Phlebovirus riftense,Bos taurus,2007-01-29,1,M,1,FALSE,TRUE,FALSE,1,M only
Kenya | ACCESSION_EU574050,Kenya,Phlebovirus riftense,Ovis aries,2007-01-26,1,M,1,FALSE,TRUE,FALSE,1,M only
Kenya | ACCESSION_EU574051,Kenya,Phlebovirus riftense,Bos taurus,2007-01-16,1,M,1,FALSE,TRUE,FALSE,1,M only
Kenya | ACCESSION_EU574052,Kenya,Phlebovirus riftense,Bos taurus,2007-01-16,1,M,1,FALSE,TRUE,FALSE,1,M only
Kenya | ACCESSION_EU574053,Kenya,Phlebovirus riftense,Bos taurus,2007-01-16,1,M,1,FALSE,TRUE,FALSE,1,M only
Kenya | ACCESSION_EU574054,Kenya,Phlebovirus riftense,Bos taurus,2007-01-16,1,M,1,FALSE,TRUE,FALSE,1,M only
Kenya | ACCESSION_EU574055,Kenya,Phlebovirus riftense,Bos taurus,2007-01-12,1,M,1,FALSE,TRUE,FALSE,1,M only
Kenya | ACCESSION_EU574056,Kenya,Phlebovirus riftense,Bos taurus,2007-01-12,1,M,1,FALSE,TRUE,FALSE,1,M only
Kenya | ACCESSION_EU574057,Kenya,Phlebovirus riftense,Bos taurus,2007-05-14,1,S,1,FALSE,FALSE,TRUE,1,S only
Kenya | ACCESSION_EU574058,Kenya,Phlebovirus riftense,Bos taurus,2007-04-23,1,S,1,FALSE,FALSE,TRUE,1,S only
Kenya | ACCESSION_EU574059,Kenya,Phlebovirus riftense,Ovis aries,2007-02-07,1,S,1,FALSE,FALSE,TRUE,1,S only
Kenya | ACCESSION_EU574060,Kenya,Phlebovirus riftense,Bos taurus,2007-02-27,1,S,1,FALSE,FALSE,TRUE,1,S only
Kenya | ACCESSION_EU574061,Kenya,Phlebovirus riftense,Syncerus caffer,2007-02-09,1,S,1,FALSE,FALSE,TRUE,1,S only
Kenya | ACCESSION_EU574062,Kenya,Phlebovirus riftense,Bos taurus,2007-02-21,1,S,1,FALSE,FALSE,TRUE,1,S only
Kenya | ACCESSION_EU574063,Kenya,Phlebovirus riftense,Bos taurus,2007-02-21,1,S,1,FALSE,FALSE,TRUE,1,S only
Kenya | ACCESSION_EU574064,Kenya,Phlebovirus riftense,Bos taurus,2007-02-05,1,S,1,FALSE,FALSE,TRUE,1,S only
Kenya | ACCESSION_EU574065,Kenya,Phlebovirus riftense,Bos taurus,2007-02-05,1,S,1,FALSE,FALSE,TRUE,1,S only
Kenya | ACCESSION_EU574066,Kenya,Phlebovirus riftense,Bos taurus,2007-01-31,1,S,1,FALSE,FALSE,TRUE,1,S only
Kenya | ACCESSION_EU574067,Kenya,Phlebovirus riftense,Ovis aries,2007-02-07,1,S,1,FALSE,FALSE,TRUE,1,S only
Kenya | ACCESSION_EU574068,Kenya,Phlebovirus riftense,Capra hircus,2006-12-01,1,S,1,FALSE,FALSE,TRUE,1,S only
Kenya | ACCESSION_EU574069,Kenya,Phlebovirus riftense,Capra hircus,2006-12-01,1,S,1,FALSE,FALSE,TRUE,1,S only
Kenya | ACCESSION_EU574070,Kenya,Phlebovirus riftense,Bos taurus,2007-01-26,1,S,1,FALSE,FALSE,TRUE,1,S only
Kenya | ACCESSION_EU574071,Kenya,Phlebovirus riftense,Bos taurus,2007-01-30,1,S,1,FALSE,FALSE,TRUE,1,S only
Kenya | ACCESSION_EU574072,Kenya,Phlebovirus riftense,Bos taurus,2007-01-29,1,S,1,FALSE,FALSE,TRUE,1,S only
Kenya | ACCESSION_EU574073,Kenya,Phlebovirus riftense,Bos taurus,2007-01-31,1,S,1,FALSE,FALSE,TRUE,1,S only
Kenya | ACCESSION_EU574074,Kenya,Phlebovirus riftense,Bos taurus,2007-01-31,1,S,1,FALSE,FALSE,TRUE,1,S only
Kenya | ACCESSION_EU574075,Kenya,Phlebovirus riftense,Bos taurus,2007-01-25,1,S,1,FALSE,FALSE,TRUE,1,S only
Kenya | ACCESSION_EU574076,Kenya,Phlebovirus riftense,Bos taurus,2007-01-26,1,S,1,FALSE,FALSE,TRUE,1,S only
Kenya | ACCESSION_EU574077,Kenya,Phlebovirus riftense,Bos taurus,2007-01-29,1,S,1,FALSE,FALSE,TRUE,1,S only
Kenya | ACCESSION_EU574078,Kenya,Phlebovirus riftense,Bos taurus,2007-01-29,1,S,1,FALSE,FALSE,TRUE,1,S only
Kenya | ACCESSION_EU574079,Kenya,Phlebovirus riftense,Bos taurus,2007-01-29,1,S,1,FALSE,FALSE,TRUE,1,S only
Kenya | ACCESSION_EU574080,Kenya,Phlebovirus riftense,Ovis aries,2007-01-26,1,S,1,FALSE,FALSE,TRUE,1,S only
Kenya | ACCESSION_EU574081,Kenya,Phlebovirus riftense,Bos taurus,2007-01-16,1,S,1,FALSE,FALSE,TRUE,1,S only
Kenya | ACCESSION_EU574082,Kenya,Phlebovirus riftense,Bos taurus,2007-01-16,1,S,1,FALSE,FALSE,TRUE,1,S only
Kenya | ACCESSION_EU574083,Kenya,Phlebovirus riftense,Bos taurus,2007-01-16,1,S,1,FALSE,FALSE,TRUE,1,S only
Kenya | ACCESSION_EU574084,Kenya,Phlebovirus riftense,Bos taurus,2007-01-16,1,S,1,FALSE,FALSE,TRUE,1,S only
Kenya | ACCESSION_EU574085,Kenya,Phlebovirus riftense,Bos taurus,2007-01-16,1,S,1,FALSE,FALSE,TRUE,1,S only
Kenya | ACCESSION_EU574086,Kenya,Phlebovirus riftense,Bos taurus,2007-01-12,1,S,1,FALSE,FALSE,TRUE,1,S only
Kenya | ACCESSION_EU574087,Kenya,Phlebovirus riftense,Bos taurus,2007-01-12,1,S,1,FALSE,FALSE,TRUE,1,S only
Kenya | ACCESSION_HM586953,Kenya,Phlebovirus riftense,Homo sapiens,2006-12-21,1,L,1,TRUE,FALSE,FALSE,0,L only
Kenya | ACCESSION_HM586954,Kenya,Phlebovirus riftense,Homo sapiens,2006-12-21,1,L,1,TRUE,FALSE,FALSE,0,L only
Kenya | ACCESSION_HM586955,Kenya,Phlebovirus riftense,Homo sapiens,2007-01-05,1,L,1,TRUE,FALSE,FALSE,0,L only
Kenya | ACCESSION_HM586956,Kenya,Phlebovirus riftense,Homo sapiens,2007-01-15,1,L,1,TRUE,FALSE,FALSE,0,L only
Kenya | ACCESSION_HM586957,Kenya,Phlebovirus riftense,Homo sapiens,2007-02-03,1,L,1,TRUE,FALSE,FALSE,0,L only
Kenya | ACCESSION_HM586958,Kenya,Phlebovirus riftense,Homo sapiens,2007-01-30,1,L,1,TRUE,FALSE,FALSE,0,L only
Kenya | ACCESSION_HM586961,Kenya,Phlebovirus riftense,Culicidae,2006-12-29,1,L,1,TRUE,FALSE,FALSE,0,L only
Kenya | ACCESSION_HM586962,Kenya,Phlebovirus riftense,Culicidae,2007-01-13,1,L,1,TRUE,FALSE,FALSE,0,L only
Kenya | ACCESSION_HM586963,Kenya,Phlebovirus riftense,Culicidae,2007-02-13,1,L,1,TRUE,FALSE,FALSE,0,L only
Kenya | ACCESSION_HM586964,Kenya,Phlebovirus riftense,unknown_host,2006-12-21,1,M,1,FALSE,TRUE,FALSE,0,M only
Kenya | ACCESSION_HM586965,Kenya,Phlebovirus riftense,unknown_host,2006-12-21,1,M,1,FALSE,TRUE,FALSE,0,M only
Kenya | ACCESSION_HM586966,Kenya,Phlebovirus riftense,unknown_host,2007-01-05,1,M,1,FALSE,TRUE,FALSE,0,M only
Kenya | ACCESSION_HM586967,Kenya,Phlebovirus riftense,unknown_host,2007-01-15,1,M,1,FALSE,TRUE,FALSE,0,M only
Kenya | ACCESSION_HM586968,Kenya,Phlebovirus riftense,unknown_host,2007-02-03,1,M,1,FALSE,TRUE,FALSE,0,M only
Kenya | ACCESSION_HM586969,Kenya,Phlebovirus riftense,unknown_host,2007-01-30,1,M,1,FALSE,TRUE,FALSE,0,M only
Kenya | ACCESSION_HM586972,Kenya,Phlebovirus riftense,unknown_host,2006-12-29,1,M,1,FALSE,TRUE,FALSE,0,M only
Kenya | ACCESSION_HM586973,Kenya,Phlebovirus riftense,unknown_host,2007-01-13,1,M,1,FALSE,TRUE,FALSE,0,M only
Kenya | ACCESSION_HM586974,Kenya,Phlebovirus riftense,unknown_host,2007-02-13,1,M,1,FALSE,TRUE,FALSE,0,M only
Kenya | ACCESSION_HM586975,Kenya,Phlebovirus riftense,unknown_host,2006-12-21,1,S,1,FALSE,FALSE,TRUE,0,S only
Kenya | ACCESSION_HM586976,Kenya,Phlebovirus riftense,unknown_host,2006-12-21,1,S,1,FALSE,FALSE,TRUE,0,S only
Kenya | ACCESSION_HM586977,Kenya,Phlebovirus riftense,unknown_host,2007-01-05,1,S,1,FALSE,FALSE,TRUE,0,S only
Kenya | ACCESSION_HM586978,Kenya,Phlebovirus riftense,unknown_host,2007-01-15,1,S,1,FALSE,FALSE,TRUE,0,S only
Kenya | ACCESSION_HM586979,Kenya,Phlebovirus riftense,unknown_host,2007-02-03,1,S,1,FALSE,FALSE,TRUE,0,S only
Kenya | ACCESSION_HM586980,Kenya,Phlebovirus riftense,unknown_host,2007-01-30,1,S,1,FALSE,FALSE,TRUE,0,S only
Kenya | ACCESSION_HM586983,Kenya,Phlebovirus riftense,unknown_host,2006-12-29,1,S,1,FALSE,FALSE,TRUE,0,S only
Kenya | ACCESSION_HM586984,Kenya,Phlebovirus riftense,unknown_host,2007-01-13,1,S,1,FALSE,FALSE,TRUE,0,S only
Kenya | ACCESSION_JF309200,Kenya,Phlebovirus riftense,Bubalus bubalis,2007-02-09,1,M,1,FALSE,TRUE,FALSE,1,M only
Kenya | ACCESSION_JF326186,Kenya,Phlebovirus riftense,Homo sapiens,2007,1,L,1,TRUE,FALSE,FALSE,0,L only
Kenya | ACCESSION_JF326187,Kenya,Phlebovirus riftense,Culicidae,2006-12-29,1,L,1,TRUE,FALSE,FALSE,0,L only
Kenya | ACCESSION_JF326188,Kenya,Phlebovirus riftense,Culicidae,2006-12-31,1,L,1,TRUE,FALSE,FALSE,0,L only
Kenya | ACCESSION_JF326191,Kenya,Phlebovirus riftense,Homo sapiens,2007,1,M,1,FALSE,TRUE,FALSE,0,M only
Kenya | ACCESSION_JF326192,Kenya,Phlebovirus riftense,Culicidae,2006-12-29,1,M,1,FALSE,TRUE,FALSE,0,M only
Kenya | ACCESSION_JF326193,Kenya,Phlebovirus riftense,Culicidae,2006-12-31,1,M,1,FALSE,TRUE,FALSE,0,M only
Kenya | ACCESSION_JF326196,Kenya,Phlebovirus riftense,Homo sapiens,2007-01-08,1,S,1,FALSE,FALSE,TRUE,0,S only
Kenya | ACCESSION_JF326197,Kenya,Phlebovirus riftense,Homo sapiens,2007-01-10,1,S,1,FALSE,FALSE,TRUE,0,S only
Kenya | ACCESSION_JF326198,Kenya,Phlebovirus riftense,Homo sapiens,2007,1,S,1,FALSE,FALSE,TRUE,0,S only
Kenya | ACCESSION_JF326199,Kenya,Phlebovirus riftense,Culicidae,2006-12-29,1,S,1,FALSE,FALSE,TRUE,0,S only
Kenya | ACCESSION_JF326200,Kenya,Phlebovirus riftense,Culicidae,2006-12-29,1,S,1,FALSE,FALSE,TRUE,0,S only
Kenya | ACCESSION_JF326201,Kenya,Phlebovirus riftense,Culicidae,2006-12-29,1,S,1,FALSE,FALSE,TRUE,0,S only
Kenya | ACCESSION_JF326202,Kenya,Phlebovirus riftense,Culicidae,2006-12-31,1,S,1,FALSE,FALSE,TRUE,0,S only
Kenya | ACCESSION_KX096938,Kenya,Phlebovirus riftense,Aedes ochraceus,2006,1,L,1,TRUE,FALSE,FALSE,1,L only
Kenya | ACCESSION_KX096939,Kenya,Phlebovirus riftense,Aedes ochraceus,2006,1,M,1,FALSE,TRUE,FALSE,1,M only
Kenya | ACCESSION_KX096940,Kenya,Phlebovirus riftense,Aedes ochraceus,2006,1,S,1,FALSE,FALSE,TRUE,1,S only
Kenya | AFI-MGT-989,Kenya,Phlebovirus riftense,Homo sapiens,2018-07-16,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
Kenya | AM-M1,Kenya,Phlebovirus riftense,Bos taurus,2021-01-16,3,"L,M,S",3,TRUE,TRUE,TRUE,0,L+M+S
Kenya | B1143,Kenya,Phlebovirus riftense,Bos taurus,1977,1,M,1,FALSE,TRUE,FALSE,0,M only
Kenya | B309,Kenya,Phlebovirus riftense,Bos taurus,1977,1,M,1,FALSE,TRUE,FALSE,0,M only
Kenya | B314,Kenya,Phlebovirus riftense,Bos taurus,1962,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
Kenya | B674,Kenya,Phlebovirus riftense,Bos taurus,1963,1,M,1,FALSE,TRUE,FALSE,0,M only
Kenya | CML3,Kenya,Phlebovirus riftense,Bos taurus,2018-06-27,3,"L,M,S",3,TRUE,TRUE,TRUE,0,L+M+S
Kenya | DVS-230,Kenya,Phlebovirus riftense,Bos taurus,2021-07-15,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
Kenya | DVS-321,Kenya,Phlebovirus riftense,Bos taurus,2021-07-15,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
Kenya | DVS-333,Kenya,Phlebovirus riftense,Bos taurus,2021-07-15,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
Kenya | DVS-356,Kenya,Phlebovirus riftense,Bos taurus,2021-07-15,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
Kenya | DVS-372,Kenya,Phlebovirus riftense,Bos taurus,2021-07-15,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
Kenya | E358,Kenya,Phlebovirus riftense,Homo sapiens,1998-02-10,3,"L,M,S",3,TRUE,TRUE,TRUE,0,L+M+S
Kenya | HA-HAR,Kenya,Phlebovirus riftense,Homo sapiens,2007-01-01,3,"L,M,S",3,TRUE,TRUE,TRUE,0,L+M+S
Kenya | J10,Kenya,Phlebovirus riftense,Homo sapiens,2007-01-01,3,"L,M,S",3,TRUE,TRUE,TRUE,0,L+M+S
Kenya | J8,Kenya,Phlebovirus riftense,Homo sapiens,2007-01-01,3,"L,M,S",3,TRUE,TRUE,TRUE,0,L+M+S
Kenya | J9,Kenya,Phlebovirus riftense,Homo sapiens,2007-01-11,3,"L,M,S",3,TRUE,TRUE,TRUE,0,L+M+S
Kenya | JU-KB,Kenya,Phlebovirus riftense,Homo sapiens,2007-01-11,3,"L,M,S",3,TRUE,TRUE,TRUE,0,L+M+S
Kenya | K2,Kenya,Phlebovirus riftense,Homo sapiens,2007-01-01,3,"L,M,S",3,TRUE,TRUE,TRUE,0,L+M+S
Kenya | KEM-BR,Kenya,Phlebovirus riftense,Homo sapiens,2007-01-03,3,"L,M,S",3,TRUE,TRUE,TRUE,0,L+M+S
Kenya | KEM-JC,Kenya,Phlebovirus riftense,Homo sapiens,2007-01-01,3,"L,M,S",3,TRUE,TRUE,TRUE,0,L+M+S
Kenya | KEM-ND,Kenya,Phlebovirus riftense,Homo sapiens,2007-01-01,3,"L,M,S",3,TRUE,TRUE,TRUE,0,L+M+S
Kenya | KEN56/B2653/IB8,Kenya,Phlebovirus riftense,Bos taurus,1963,1,M,1,FALSE,TRUE,FALSE,0,M only
Kenya | KEN57 Rintoul,Kenya,Phlebovirus riftense,Ovis aries,1951,1,M,1,FALSE,TRUE,FALSE,0,M only
Kenya | Ken 199800523,Kenya,Phlebovirus riftense,Homo sapiens,1998-01-04,3,"L,M,S",3,TRUE,TRUE,TRUE,0,L+M+S
Kenya | Kenya 56 (IB8),Kenya,Phlebovirus riftense,Bos taurus,unknown_date,2,"L,M",2,TRUE,TRUE,FALSE,0,L+M
Kenya | Kitale1840,Kenya,Phlebovirus riftense,Bos taurus,1964,1,M,1,FALSE,TRUE,FALSE,0,M only
Kenya | MO-LE,Kenya,Phlebovirus riftense,Homo sapiens,2007-01-01,3,"L,M,S",3,TRUE,TRUE,TRUE,0,L+M+S
Kenya | MSA,Kenya,Phlebovirus riftense,Homo sapiens,2007-01-01,3,"L,M,S",3,TRUE,TRUE,TRUE,0,L+M+S
Kenya | N12,Kenya,Phlebovirus riftense,Homo sapiens,2019-02-01,3,"L,M,S",3,TRUE,TRUE,TRUE,0,L+M+S
Kenya | NA-KOL,Kenya,Phlebovirus riftense,Homo sapiens,2007-01-03,3,"L,M,S",3,TRUE,TRUE,TRUE,0,L+M+S
Kenya | S35,Kenya,Phlebovirus riftense,Ovis aries,1972,3,"L,M,S",3,TRUE,TRUE,TRUE,3,L+M+S
Kenya | SPU2/98/1,Kenya,Phlebovirus riftense,Homo sapiens,1998,1,M,1,FALSE,TRUE,FALSE,0,M only
Kenya | SPU2/98/9,Kenya,Phlebovirus riftense,Capra hircus,1998,1,M,1,FALSE,TRUE,FALSE,0,M only
Kenya | SPU22/07/118,Kenya,Phlebovirus riftense,Homo sapiens,2007,1,M,1,FALSE,TRUE,FALSE,0,M only
Kenya | SPU22/07/125,Kenya,Phlebovirus riftense,Homo sapiens,2007,1,M,1,FALSE,TRUE,FALSE,0,M only
Kenya | SPU22/07/129,Kenya,Phlebovirus riftense,Homo sapiens,2007,1,M,1,FALSE,TRUE,FALSE,0,M only
Kenya | SPU22/07/4,Kenya,Phlebovirus riftense,Homo sapiens,2007,1,M,1,FALSE,TRUE,FALSE,0,M only
Kenya | SPU384/97/1,Kenya,Phlebovirus riftense,Homo sapiens,1997,1,M,1,FALSE,TRUE,FALSE,0,M only
Kenya | SWA-ISI,Kenya,Phlebovirus riftense,Homo sapiens,2020-11-01,3,"L,M,S",3,TRUE,TRUE,TRUE,0,L+M+S
Madagascar | ACCESSION_DQ375414,Madagascar,Phlebovirus riftense,unknown_host,1979,1,L,1,TRUE,FALSE,FALSE,1,L only
Madagascar | ACCESSION_DQ380144,Madagascar,Phlebovirus riftense,Homo sapiens,1979,1,S,1,FALSE,FALSE,TRUE,1,S only
Madagascar | ACCESSION_DQ380210,Madagascar,Phlebovirus riftense,Homo sapiens,1979,1,M,1,FALSE,TRUE,FALSE,1,M only
Madagascar | ACCESSION_EU312106,Madagascar,Phlebovirus riftense,Bos taurus,1991,1,S,1,FALSE,FALSE,TRUE,1,S only
Madagascar | ACCESSION_EU312107,Madagascar,Phlebovirus riftense,Bos taurus,1991,1,S,1,FALSE,FALSE,TRUE,1,S only
Madagascar | ACCESSION_EU312108,Madagascar,Phlebovirus riftense,Bos taurus,1991,1,S,1,FALSE,FALSE,TRUE,1,S only
Madagascar | ACCESSION_EU312112,Madagascar,Phlebovirus riftense,Culicidae,1979,1,S,1,FALSE,FALSE,TRUE,1,S only
Madagascar | ACCESSION_GQ443126,Madagascar,Phlebovirus riftense,Homo sapiens,2008-01-30,1,S,1,FALSE,FALSE,TRUE,0,S only
Madagascar | ACCESSION_GQ443127,Madagascar,Phlebovirus riftense,Bos taurus,2008-02-20,1,S,1,FALSE,FALSE,TRUE,0,S only
Madagascar | ACCESSION_GQ443128,Madagascar,Phlebovirus riftense,Bos taurus,2008-02-20,1,S,1,FALSE,FALSE,TRUE,0,S only
Madagascar | ACCESSION_GQ443129,Madagascar,Phlebovirus riftense,Homo sapiens,2008-02-22,1,S,1,FALSE,FALSE,TRUE,0,S only
Madagascar | ACCESSION_GQ443130,Madagascar,Phlebovirus riftense,Homo sapiens,2008-02-15,1,S,1,FALSE,FALSE,TRUE,0,S only
Madagascar | ACCESSION_GQ443131,Madagascar,Phlebovirus riftense,Bos taurus,2008-02-22,1,S,1,FALSE,FALSE,TRUE,0,S only
Madagascar | ACCESSION_GQ443132,Madagascar,Phlebovirus riftense,Bos taurus,2008-02-22,1,S,1,FALSE,FALSE,TRUE,0,S only
Madagascar | ACCESSION_GQ443133,Madagascar,Phlebovirus riftense,Homo sapiens,2008-02-26,1,S,1,FALSE,FALSE,TRUE,0,S only
Madagascar | ACCESSION_GQ443134,Madagascar,Phlebovirus riftense,Homo sapiens,2008-02-26,1,S,1,FALSE,FALSE,TRUE,0,S only
Madagascar | ACCESSION_GQ443135,Madagascar,Phlebovirus riftense,Homo sapiens,2008-03-09,1,S,1,FALSE,FALSE,TRUE,0,S only
Madagascar | ACCESSION_GQ443136,Madagascar,Phlebovirus riftense,Homo sapiens,2008-03-12,1,S,1,FALSE,FALSE,TRUE,0,S only
Madagascar | ACCESSION_GQ443137,Madagascar,Phlebovirus riftense,Homo sapiens,2008-03-12,1,S,1,FALSE,FALSE,TRUE,0,S only
Madagascar | ACCESSION_GQ443138,Madagascar,Phlebovirus riftense,Homo sapiens,2008-03-12,1,S,1,FALSE,FALSE,TRUE,0,S only
Madagascar | ACCESSION_GQ443139,Madagascar,Phlebovirus riftense,Homo sapiens,2008-03-11,1,S,1,FALSE,FALSE,TRUE,0,S only
Madagascar | ACCESSION_GQ443140,Madagascar,Phlebovirus riftense,Homo sapiens,2008-03-14,1,S,1,FALSE,FALSE,TRUE,0,S only
Madagascar | ACCESSION_GQ443141,Madagascar,Phlebovirus riftense,Homo sapiens,2008-03-16,1,S,1,FALSE,FALSE,TRUE,0,S only
Madagascar | ACCESSION_GQ443142,Madagascar,Phlebovirus riftense,Homo sapiens,2008-03-23,1,S,1,FALSE,FALSE,TRUE,0,S only
Madagascar | ACCESSION_GQ443143,Madagascar,Phlebovirus riftense,Homo sapiens,2008-03-23,1,S,1,FALSE,FALSE,TRUE,0,S only
Madagascar | ACCESSION_GQ443144,Madagascar,Phlebovirus riftense,Homo sapiens,2008-03-23,1,S,1,FALSE,FALSE,TRUE,0,S only
Madagascar | ACCESSION_GQ443145,Madagascar,Phlebovirus riftense,Homo sapiens,2008-03-23,1,S,1,FALSE,FALSE,TRUE,0,S only
Madagascar | ACCESSION_GQ443146,Madagascar,Phlebovirus riftense,Homo sapiens,2008-03-23,1,S,1,FALSE,FALSE,TRUE,0,S only
Madagascar | ACCESSION_GQ443147,Madagascar,Phlebovirus riftense,Homo sapiens,2008-03-23,1,S,1,FALSE,FALSE,TRUE,0,S only
Madagascar | ACCESSION_GQ443148,Madagascar,Phlebovirus riftense,Homo sapiens,2008-03-23,1,S,1,FALSE,FALSE,TRUE,0,S only
Madagascar | ACCESSION_GQ443149,Madagascar,Phlebovirus riftense,Homo sapiens,2008-03-23,1,S,1,FALSE,FALSE,TRUE,0,S only
Madagascar | ACCESSION_GQ443150,Madagascar,Phlebovirus riftense,Homo sapiens,2008-03-23,1,S,1,FALSE,FALSE,TRUE,0,S only
Madagascar | ACCESSION_GQ443151,Madagascar,Phlebovirus riftense,Homo sapiens,2008-03-23,1,S,1,FALSE,FALSE,TRUE,0,S only
Madagascar | ACCESSION_GQ443152,Madagascar,Phlebovirus riftense,Bos taurus,2008-03-24,1,S,1,FALSE,FALSE,TRUE,0,S only
Madagascar | ACCESSION_GQ443153,Madagascar,Phlebovirus riftense,Bos taurus,2008-03-24,1,S,1,FALSE,FALSE,TRUE,0,S only
Madagascar | ACCESSION_GQ443154,Madagascar,Phlebovirus riftense,Bos taurus,2008-03-23,1,S,1,FALSE,FALSE,TRUE,0,S only
Madagascar | ACCESSION_GQ443155,Madagascar,Phlebovirus riftense,Bos taurus,2008-03-24,1,S,1,FALSE,FALSE,TRUE,0,S only
Madagascar | ACCESSION_GQ443156,Madagascar,Phlebovirus riftense,Homo sapiens,2008-03-25,1,S,1,FALSE,FALSE,TRUE,0,S only
Madagascar | ACCESSION_GQ443157,Madagascar,Phlebovirus riftense,Homo sapiens,2008-03-26,1,S,1,FALSE,FALSE,TRUE,0,S only
Madagascar | ACCESSION_GQ443158,Madagascar,Phlebovirus riftense,Homo sapiens,2008-03-26,1,S,1,FALSE,FALSE,TRUE,0,S only
Madagascar | ACCESSION_GQ443159,Madagascar,Phlebovirus riftense,Homo sapiens,2008-03-26,1,S,1,FALSE,FALSE,TRUE,0,S only
Madagascar | ACCESSION_GQ443160,Madagascar,Phlebovirus riftense,Homo sapiens,2008-03-26,1,S,1,FALSE,FALSE,TRUE,0,S only
Madagascar | ACCESSION_GQ443161,Madagascar,Phlebovirus riftense,Homo sapiens,2008-03-26,1,S,1,FALSE,FALSE,TRUE,0,S only
Madagascar | ACCESSION_GQ443162,Madagascar,Phlebovirus riftense,Homo sapiens,2008-03-26,1,S,1,FALSE,FALSE,TRUE,0,S only
Madagascar | ACCESSION_GQ443163,Madagascar,Phlebovirus riftense,Homo sapiens,2008-03-28,1,S,1,FALSE,FALSE,TRUE,0,S only
Madagascar | ACCESSION_GQ443164,Madagascar,Phlebovirus riftense,Capra hircus,2008-04-13,1,S,1,FALSE,FALSE,TRUE,0,S only
Madagascar | ACCESSION_GQ443165,Madagascar,Phlebovirus riftense,Homo sapiens,2008-04-15,1,S,1,FALSE,FALSE,TRUE,0,S only
Madagascar | ACCESSION_GQ443166,Madagascar,Phlebovirus riftense,Bos taurus,2008-04-18,1,S,1,FALSE,FALSE,TRUE,0,S only
Madagascar | ACCESSION_GQ443167,Madagascar,Phlebovirus riftense,Ovis aries,2008-04-20,1,S,1,FALSE,FALSE,TRUE,0,S only
Madagascar | ACCESSION_GQ443168,Madagascar,Phlebovirus riftense,Bos taurus,2008-04-25,1,S,1,FALSE,FALSE,TRUE,0,S only
Madagascar | ACCESSION_GQ443169,Madagascar,Phlebovirus riftense,Homo sapiens,2008-04-25,1,S,1,FALSE,FALSE,TRUE,0,S only
Madagascar | ACCESSION_GQ443170,Madagascar,Phlebovirus riftense,Homo sapiens,2008-04-29,1,S,1,FALSE,FALSE,TRUE,0,S only
Madagascar | ACCESSION_GQ443171,Madagascar,Phlebovirus riftense,Homo sapiens,2008-04-23,1,S,1,FALSE,FALSE,TRUE,0,S only
Madagascar | ACCESSION_GQ443172,Madagascar,Phlebovirus riftense,Bos taurus,2008-11-28,1,S,1,FALSE,FALSE,TRUE,0,S only
Madagascar | ACCESSION_GQ443173,Madagascar,Phlebovirus riftense,Bos taurus,2008-11-29,1,S,1,FALSE,FALSE,TRUE,0,S only
Madagascar | ACCESSION_GQ443174,Madagascar,Phlebovirus riftense,Bos taurus,2008-12-01,1,S,1,FALSE,FALSE,TRUE,0,S only
Madagascar | ACCESSION_GQ443175,Madagascar,Phlebovirus riftense,Homo sapiens,2008-12-12,1,S,1,FALSE,FALSE,TRUE,0,S only
Madagascar | ACCESSION_GQ443176,Madagascar,Phlebovirus riftense,Homo sapiens,2008-01-30,1,L,1,TRUE,FALSE,FALSE,0,L only
Madagascar | ACCESSION_GQ443177,Madagascar,Phlebovirus riftense,Bos taurus,2008-02-20,1,L,1,TRUE,FALSE,FALSE,0,L only
Madagascar | ACCESSION_GQ443178,Madagascar,Phlebovirus riftense,Bos taurus,2008-02-20,1,L,1,TRUE,FALSE,FALSE,0,L only
Madagascar | ACCESSION_GQ443179,Madagascar,Phlebovirus riftense,Homo sapiens,2008-02-22,1,L,1,TRUE,FALSE,FALSE,0,L only
Madagascar | ACCESSION_GQ443180,Madagascar,Phlebovirus riftense,Homo sapiens,2008-02-15,1,L,1,TRUE,FALSE,FALSE,0,L only
Madagascar | ACCESSION_GQ443181,Madagascar,Phlebovirus riftense,Bos taurus,2008-02-22,1,L,1,TRUE,FALSE,FALSE,0,L only
