isolate_key,country_clean,isolate_clean,n_segment_records,segments_present,has_L,has_M,has_S,complete_L,complete_M,complete_S,has_all_three_segments,has_complete_LMS,segment_pattern
South Africa | SA1092/10,South Africa,SA1092/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA1094/10,South Africa,SA1094/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA1095/10,South Africa,SA1095/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA1098/10,South Africa,SA1098/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA110/10,South Africa,SA110/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA1143/10,South Africa,SA1143/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA1167/10,South Africa,SA1167/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA1171/10,South Africa,SA1171/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA122/10,South Africa,SA122/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA1221/10,South Africa,SA1221/10,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
South Africa | SA1222/10,South Africa,SA1222/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA1224/10,South Africa,SA1224/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA128/10,South Africa,SA128/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA1282/10,South Africa,SA1282/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA129/10,South Africa,SA129/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA1329/10,South Africa,SA1329/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA135/10,South Africa,SA135/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA1372/10,South Africa,SA1372/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA1405/10,South Africa,SA1405/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA1457/10,South Africa,SA1457/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA1518/10,South Africa,SA1518/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA152/08,South Africa,SA152/08,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
South Africa | SA1601/10,South Africa,SA1601/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA165/10,South Africa,SA165/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA1796/10,South Africa,SA1796/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA1797/10,South Africa,SA1797/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA184/10,South Africa,SA184/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA206/10,South Africa,SA206/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA220/10,South Africa,SA220/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA225/10,South Africa,SA225/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA226/10,South Africa,SA226/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA250/10,South Africa,SA250/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA257/10,South Africa,SA257/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA275/10,South Africa,SA275/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA276/10,South Africa,SA276/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA287/10,South Africa,SA287/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA295/11,South Africa,SA295/11,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA317/10,South Africa,SA317/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA320/11,South Africa,SA320/11,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA322/10,South Africa,SA322/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA327/11,South Africa,SA327/11,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA336/10,South Africa,SA336/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA342/11,South Africa,SA342/11,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA344/10,South Africa,SA344/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA354/11,South Africa,SA354/11,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA359/11,South Africa,SA359/11,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA373/10,South Africa,SA373/10,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
South Africa | SA377/10,South Africa,SA377/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA389/11,South Africa,SA389/11,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA394/10,South Africa,SA394/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA395/10,South Africa,SA395/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA404/09,South Africa,SA404/09,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
South Africa | SA414/10,South Africa,SA414/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA420/10,South Africa,SA420/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA423/10,South Africa,SA423/10,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
South Africa | SA424/10,South Africa,SA424/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA472/10,South Africa,SA472/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA482/10,South Africa,SA482/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA484/10,South Africa,SA484/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA494/11,South Africa,SA494/11,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA509/10,South Africa,SA509/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA51,South Africa,SA51,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
South Africa | SA52/08,South Africa,SA52/08,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
South Africa | SA535/10,South Africa,SA535/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA538/10,South Africa,SA538/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA54/10,South Africa,SA54/10,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
South Africa | SA573/10,South Africa,SA573/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA59/10,South Africa,SA59/10,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
South Africa | SA591/10,South Africa,SA591/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA62/10,South Africa,SA62/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA632/10,South Africa,SA632/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA633/10,South Africa,SA633/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA635/10,South Africa,SA635/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA638/10,South Africa,SA638/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA665/10,South Africa,SA665/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA67/11,South Africa,SA67/11,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA705/10,South Africa,SA705/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA71/10,South Africa,SA71/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA746/10,South Africa,SA746/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA76/10,South Africa,SA76/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA770/10,South Africa,SA770/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA79/10,South Africa,SA79/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA85/10,South Africa,SA85/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA918/10,South Africa,SA918/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA93/10,South Africa,SA93/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA95/10,South Africa,SA95/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA982/10,South Africa,SA982/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SPU100/10,South Africa,SPU100/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SPU105/10,South Africa,SPU105/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SPU126/10,South Africa,SPU126/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SPU142/08,South Africa,SPU142/08,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SPU152/08,South Africa,SPU152/08,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SPU162/10,South Africa,SPU162/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SPU404/09,South Africa,SPU404/09,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SPU52/99/1,South Africa,SPU52/99/1,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SPU52/99/2,South Africa,SPU52/99/2,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
South Africa | SPU52/99/3,South Africa,SPU52/99/3,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
South Africa | SPU52/99/5,South Africa,SPU52/99/5,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
South Africa | SPU59/10,South Africa,SPU59/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SPU68/10,South Africa,SPU68/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SPU77/08,South Africa,SPU77/08,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SPU86/09,South Africa,SPU86/09,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SPU86/10,South Africa,SPU86/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SPU97/10,South Africa,SPU97/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
Sudan | ACCESSION_JQ820472,Sudan,ACCESSION_JQ820472,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Sudan | ACCESSION_JQ820473,Sudan,ACCESSION_JQ820473,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Sudan | ACCESSION_JQ820474,Sudan,ACCESSION_JQ820474,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Sudan | ACCESSION_JQ820475,Sudan,ACCESSION_JQ820475,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Sudan | ACCESSION_JQ820476,Sudan,ACCESSION_JQ820476,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Sudan | ACCESSION_JQ820477,Sudan,ACCESSION_JQ820477,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Sudan | ACCESSION_JQ820478,Sudan,ACCESSION_JQ820478,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Sudan | ACCESSION_JQ820479,Sudan,ACCESSION_JQ820479,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Sudan | ACCESSION_JQ820480,Sudan,ACCESSION_JQ820480,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Sudan | ACCESSION_JQ820481,Sudan,ACCESSION_JQ820481,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Sudan | ACCESSION_JQ820482,Sudan,ACCESSION_JQ820482,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Sudan | ACCESSION_JQ820483,Sudan,ACCESSION_JQ820483,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Sudan | ACCESSION_JQ820484,Sudan,ACCESSION_JQ820484,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Sudan | ACCESSION_JQ820485,Sudan,ACCESSION_JQ820485,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Sudan | ACCESSION_JQ820486,Sudan,ACCESSION_JQ820486,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Sudan | ACCESSION_JQ820487,Sudan,ACCESSION_JQ820487,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Sudan | ACCESSION_JQ820488,Sudan,ACCESSION_JQ820488,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Sudan | ACCESSION_JQ820489,Sudan,ACCESSION_JQ820489,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Sudan | ACCESSION_JQ820490,Sudan,ACCESSION_JQ820490,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Sudan | ACCESSION_JQ820491,Sudan,ACCESSION_JQ820491,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Sudan | ACCESSION_JQ840745,Sudan,ACCESSION_JQ840745,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Sudan | ACCESSION_JQ840746,Sudan,ACCESSION_JQ840746,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Sudan | ACCESSION_KU746664,Sudan,ACCESSION_KU746664,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Tanzania | ACCESSION_HM586959,Tanzania,ACCESSION_HM586959,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Tanzania | ACCESSION_HM586960,Tanzania,ACCESSION_HM586960,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Tanzania | ACCESSION_HM586970,Tanzania,ACCESSION_HM586970,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Tanzania | ACCESSION_HM586971,Tanzania,ACCESSION_HM586971,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Tanzania | ACCESSION_HM586981,Tanzania,ACCESSION_HM586981,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Tanzania | ACCESSION_HM586982,Tanzania,ACCESSION_HM586982,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Tanzania | ACCESSION_JF326189,Tanzania,ACCESSION_JF326189,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Tanzania | ACCESSION_JF326190,Tanzania,ACCESSION_JF326190,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Tanzania | ACCESSION_JF326194,Tanzania,ACCESSION_JF326194,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Tanzania | ACCESSION_JF326195,Tanzania,ACCESSION_JF326195,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Tanzania | ACCESSION_JF326203,Tanzania,ACCESSION_JF326203,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Tanzania | ACCESSION_JF326204,Tanzania,ACCESSION_JF326204,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Uganda | 123,Uganda,123,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,S only
Uganda | 194,Uganda,194,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,S only
Uganda | 201601292,Uganda,201601292,2,M+S,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,M+S
Uganda | 2019000312_S|Uganda|2019,Uganda,2019000312_S|Uganda|2019,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Uganda | 2019000825_L|Uganda|2018,Uganda,2019000825_L|Uganda|2018,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Uganda | 2019000825_L|Uganda|2019,Uganda,2019000825_L|Uganda|2019,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Uganda | 2019000825_M|Uganda|2019,Uganda,2019000825_M|Uganda|2019,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Uganda | 2019000825_S|Uganda|2019,Uganda,2019000825_S|Uganda|2019,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Uganda | 201900877_L|Uganda|2018,Uganda,201900877_L|Uganda|2018,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Uganda | 201900877_M|Uganda|2018,Uganda,201900877_M|Uganda|2018,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Uganda | 201900877_S|Uganda|2018,Uganda,201900877_S|Uganda|2018,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Uganda | 201900879_L|Uganda|2018,Uganda,201900879_L|Uganda|2018,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Uganda | 201900879_M|Uganda|2018,Uganda,201900879_M|Uganda|2018,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Uganda | 201900879_S|Uganda|2018,Uganda,201900879_S|Uganda|2018,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Uganda | 201900880_L|Uganda|2018,Uganda,201900880_L|Uganda|2018,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Uganda | 201900880_M|Uganda|2018,Uganda,201900880_M|Uganda|2018,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Uganda | 201900880_S|Uganda|2018,Uganda,201900880_S|Uganda|2018,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Uganda | 201901671_L|Uganda,Uganda,201901671_L|Uganda,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Uganda | 201901671_M|Uganda,Uganda,201901671_M|Uganda,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Uganda | 201901671_S|Uganda,Uganda,201901671_S|Uganda,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Uganda | 201902733_M|Uganda|2018,Uganda,201902733_M|Uganda|2018,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Uganda | 201902733_S|Uganda|2018,Uganda,201902733_S|Uganda|2018,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Uganda | 201902734_L|Uganda|2018,Uganda,201902734_L|Uganda|2018,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Uganda | 201902734_M|Uganda|2018,Uganda,201902734_M|Uganda|2018,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Uganda | 201902734_S|Uganda|2018,Uganda,201902734_S|Uganda|2018,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Uganda | 201902736_L|Uganda|2018,Uganda,201902736_L|Uganda|2018,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Uganda | 201902736_M|Uganda|2018,Uganda,201902736_M|Uganda|2018,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Uganda | 201902736_S|Uganda|2018,Uganda,201902736_S|Uganda|2018,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Uganda | 201902737_L|Uganda|2018,Uganda,201902737_L|Uganda|2018,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Uganda | 201902737_M|Uganda|2018,Uganda,201902737_M|Uganda|2018,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Uganda | 201902737_S|Uganda|2018,Uganda,201902737_S|Uganda|2018,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Uganda | 201902745_L|Uganda|2018,Uganda,201902745_L|Uganda|2018,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Uganda | 201902745_M|Uganda|2018,Uganda,201902745_M|Uganda|2018,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Uganda | 201902745_S|Uganda|2018,Uganda,201902745_S|Uganda|2018,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Uganda | 201902747_L|Uganda|2018,Uganda,201902747_L|Uganda|2018,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Uganda | 201902747_M|Uganda|2018,Uganda,201902747_M|Uganda|2018,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Uganda | 201902747_S|Uganda|2018,Uganda,201902747_S|Uganda|2018,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
